State,ST,County,Republicans 2016,Democrats 2016,Green 2016,Libertarians 2016,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Child.Poverty.living.in.families.below.the.poverty.line,White,Black,Hispanic,Asian,Amerindian,Other,Median Age,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality
Illinois,IL,"Jefferson County, Illinois",69.45534546,26.21001308,0.939469616,3.39517184,16.3,83.7,14.1,5.3,73.2,25103.06762,32.35,11.25,39445,63.2,17,25.75,87.65,8.3,1.85,0.6,0.25,1.3,40.3,4.3,3.1,0.1,54.8,0.351,0.236,0.33,0.107,390,127,0.123,0.085,556.52,3.63,74,
Kansas,KS,"Saline County, Kansas",63.03404697,28.6899934,2.098462699,6.177496935,11.7,88.3,23.6,8.4,75,25468.90476,28.55,6.25,54841,33.3,12.3,18.3,83.3,3.15,8.75,2,0.45,2.3,38,3.4,3.4,0.08,57.7,0.346,0.179,0.319,0.102,531.8,58.4,0.152,0.058,361.27,4.7,62.2,9.5
Kentucky,KY,"Bullitt County, Kentucky",72.69651079,22.89621124,0.70172519,2.673767127,16.8,83.2,11.1,3.9,77.6,30246.45619,16.4,8.6,73923,49,9.5,11.65,96.2,0.7,1.25,0.45,0.3,1.1,37.4,6.2,4.9,0.09,32.4,0.322,0.277,0.342,0.124,222.3,85.9,0.142,0.085,120.13,2.61,54.6,6.3
Texas,TX,"Sterling County, Texas",86.72985782,11.05845182,0.789889415,1.421800948,22.5,77.5,22.7,4.9,75.15,31486.28381,30.65,30.6,1128,44.9,19.4,26.65,65.65,0.55,32.15,0,0.75,0.85,42,,,,57.6,0.217,,0.292,0.106,431.8,,0.253,0.03,112.49,,,
Wyoming,WY,"Uinta County, Wyoming",76.41872594,14.92611449,0.981000869,5.86116975,11.7,88.3,17.4,5.1,75.3,26890.83461,14.45,7.6,20618,40.1,11.25,13.5,89.1,0.1,8.15,0.2,0.55,1.85,34.2,4,3.5,0.09,41.5,0.212,0.176,0.298,0.074,305,79.9,0.159,0.051,56.01,,99.4,
Georgia,GA,"Richmond County, Georgia",32.60886968,64.98425659,,2.406873733,17.7,82.3,20.3,7.5,68.6,24350.73937,40.25,12.3,199314,44,22.85,35.75,39.95,52.35,3.4,1.6,0.3,2.3,33.3,3.4,3.4,0.12,62.8,0.581,0.234,0.33,0.118,903.5,640.4,0.203,0.104,536.09,11.64,72.7,11.9
New Mexico,NM,"Rio Arriba County, New Mexico",24.2176411,64.44068942,1.25718148,9.584319027,21.4,78.6,16.1,7.1,67.6,25411.97429,28.15,19.2,40460,25.6,19.9,21.1,13.2,0.35,71.75,0.2,13.6,0.9,38.6,4.5,3.7,0.11,73.4,0.464,0.217,0.24,0.085,712.1,151.8,0.241,0.08,454.65,13.86,161.3,4.9
Ohio,OH,"Madison County, Ohio",67.55998568,27.82619076,0.632684732,3.479766026,15.6,84.4,15.6,4.9,74,29634.52953,19.3,5.95,42532,40.1,10.6,14.7,90.1,6.4,1.2,0.7,0.3,1.35,38.7,4.3,4.2,0.07,38.3,0.234,0.254,0.307,0.113,165.9,120.1,0.132,0.066,75.41,,56.5,6.5
Iowa,IA,"Louisa County, Iowa",61.90572527,33.23892373,0.566457617,2.710904309,18.5,81.5,13.1,2.9,82.2,25050.52762,21.55,5.65,11522,51.5,12.35,18.55,82,0.25,15.95,0.6,0.15,1.1,38.3,3.3,,0.07,44.9,0.268,0.23,0.326,0.089,281.5,86.6,0.145,0.057,75.38,,80.4,
Illinois,IL,"Knox County, Illinois",48.52485886,45.25132034,1.242942998,4.9808778,14.8,85.2,15.2,5.1,78.45,21596.85556,30.05,7.35,52498,60.6,15.7,23.55,86,7.05,4.35,0.8,0.15,1.6,41.4,3.4,2.6,0.08,41,0.402,0.188,0.324,0.099,351.5,172.5,0.125,0.084,366.96,,72.2,6.2
New York,NY,"Yates County, New York",57.71587744,35.86629526,1.515320334,4.902506964,16.1,83.9,22.1,10.3,73.8,22973.88667,24.25,7.2,24937,32.9,13.85,22.6,96.3,0.85,1.6,0.4,0.15,0.7,39.9,2.6,,0.06,19.4,0.224,0.248,0.259,0.093,310.4,51.7,0.127,0.072,55.67,,45.9,
Tennessee,TN,"Sevier County, Tennessee",79.07683803,17.39358762,0.583195135,2.529021559,19.1,80.9,15.2,5.9,72.15,21885.84508,26.4,9.55,86668,37,13.4,18.6,93.1,0.8,3.85,0.8,0.3,1.1,40.7,4.5,2.9,0.09,56.2,0.282,0.284,0.309,0.121,224.1,107.7,0.222,0.087,340.08,2.68,80,6.5
Nebraska,NE,"Dixon County, Nebraska",74.38046647,20.26239067,0.619533528,4.737609329,14.2,85.8,13,3.6,82.5,24876.07492,18.4,10.3,6112,51.4,10.25,14.35,89.2,0.15,9.6,0.1,0.4,0.55,40.1,2.5,2.4,0.07,26.1,0.246,0.181,0.325,0.084,83.5,,0.153,0.043,77.95,,73.3,
Alabama,AL,"Tallapoosa County, Alabama",70.07674016,28.48573281,0.264807609,1.172719412,23.9,76.1,15.7,5.6,75.8,24257.81905,27.4,10.2,41197,51.5,17.4,27.3,70.6,26.1,1.8,0.35,0.2,1,41.2,5.8,5.2,0.13,59.7,0.43,0.267,0.351,0.14,502.1,161.5,0.157,0.085,457.79,7.6,69.8,8.4
Colorado,CO,"Huerfano County, Colorado",49.70837752,43.23966066,1.272534464,3.976670201,14.9,85.1,27.2,8.8,76.15,20768.16413,30.1,11,7212,29.4,18.75,28.7,59.75,1.2,35,0.4,0.75,2.9,49.7,,6.4,0.14,50.1,0.406,0.309,0.209,0.083,429.4,154.1,0.201,0.122,192.63,,149.5,
Georgia,GA,"Clarke County, Georgia",28.6990344,66.74204563,,4.55891997,15.7,84.3,41.2,19.3,83,17442.98508,36,10.65,114913,51.6,33.25,33.15,58.9,25.95,9.55,3.7,0.1,1.75,25.8,3.2,4.3,0.09,24.8,0.429,0.122,0.267,0.09,768.7,288.7,0.243,0.07,369.83,5.03,44.8,9.1
Louisiana,LA,"Grant Parish, Louisiana",83.97777526,13.39154099,0.385531239,1.428733416,20.2,79.8,11.8,4.2,69.95,26050.42699,21.3,12.85,21047,29.7,15.65,20.95,81.2,13.6,2.8,0.2,0.9,1.25,36.6,5.4,4.4,0.09,68.7,0.32,0.29,0.332,0.128,207.9,133.8,0.209,0.069,80.78,8.08,99.7,12.2
Indiana,IN,"Benton County, Indiana",70.5801861,23.53585112,,5.883962781,10.3,89.7,13.7,5,80.6,26316.64826,19.65,5.3,8788,37.8,9.95,13.05,93.45,0.65,4.55,0.15,0.2,0.95,39.5,5.1,2.6,0.06,35,0.198,0.282,0.328,0.121,192,80.6,0.179,0.084,,,86.2,
Texas,TX,"Calhoun County, Texas",66.66666667,30.44415696,0.474342389,2.41483398,21.8,78.2,14.7,4,75.1,25842.10032,24.9,10.7,20882,42.5,15.1,21.65,47.05,2.45,45.2,4.25,0.1,1,38.6,2.8,,0.08,75.4,0.247,,0.284,0.104,307.8,79.2,0.247,0.07,522.36,,70.1,
Georgia,GA,"Ware County, Georgia",70.02469136,28.27983539,,1.695473251,20.4,79.6,12.2,6.2,72.1,23820.65969,35.2,10.25,35985,39.5,20.65,32.6,66.3,28.55,3.2,0.75,0.3,0.95,37.3,4.5,3.5,0.11,89.4,0.374,0.218,0.341,0.148,649.8,432.4,0.225,0.111,360.06,6.4,71.1,10.6
Indiana,IN,"Miami County, Indiana",74.21875,20.58035714,,5.200892857,18.1,81.9,10.2,3.7,76.85,22937.29746,29.8,10,36705,44.5,16.3,26.1,90.45,4.4,2.1,0.25,0.85,2,39.9,4.2,4,0.08,45.8,0.308,0.311,0.33,0.114,125.6,69.6,0.176,0.103,118.5,,64.8,8.1
Mississippi,MS,"Marshall County, Mississippi",44.39379507,54.04816982,0.374200572,0.646346442,30.7,69.3,10.2,2.7,71,24219.81969,43.35,16.9,36769,29.6,22.2,34.1,48.85,47.45,2.5,0.2,0.2,0.85,38.1,4.8,3.7,0.12,60.9,0.532,0.306,0.386,0.15,842.7,232.3,0.231,0.117,,8.57,88.6,9.6
New Mexico,NM,"Luna County, New Mexico",47.67649075,43.79712132,0.904729267,6.593557231,30.5,69.5,13.5,5.9,73.5,15910.39175,48.55,21.8,25909,49.3,33.1,49.65,36.45,0.7,60.9,0.35,0.45,1.2,38.1,3.4,4,0.09,99.5,0.474,0.188,0.261,0.092,779.2,74.9,0.28,0.172,632.05,9.65,92.7,
Pennsylvania,PA,"Franklin County, Pennsylvania",71.46009085,24.97945057,0.647487202,2.435647848,16.2,83.8,18.3,7,71.8,29018.60349,13.75,6.3,145587,31.6,8.05,11.15,91.15,2.9,3.8,0.9,0.15,1.15,39.9,3.1,2.7,0.08,37.3,0.28,0.194,0.324,0.109,219.5,101.4,0.146,0.067,130.5,1.89,59.1,6.4
Utah,UT,"Cache County, Utah",46.38646562,18.68781181,0.627107779,3.227514702,7.6,92.4,35.1,12.2,76.55,18549.43524,15.7,8.15,111001,32.8,15.1,13.25,86.25,0.55,9.35,1.9,0.6,1.4,25.2,3.1,2.5,0.06,21.5,0.147,0.046,0.235,0.06,185.7,40.8,0.158,0.044,62.85,,39.7,3.7
Indiana,IN,"Marion County, Indiana",36.06724458,58.90159803,,5.031157393,16,84,27.3,9.5,73.05,27984.64286,29.05,9.1,891137,41.2,16.95,24.95,61.9,25.6,8.15,1.8,0.15,2.4,34,3.6,3.8,0.09,57.4,0.461,0.242,0.319,0.106,1000.6,474,0.186,0.087,1128.33,13.05,67.2,9.1
Kansas,KS,"Greeley County, Kansas",81.84663537,12.98904538,1.251956182,3.912363067,10,90,20.7,7,76.2,27221.77969,0,12,1215,31.3,5.15,2.3,87.15,0.3,10.35,0.15,0.85,1.15,45,,,,,0.073,,0.307,0.11,397.5,,0.179,0.033,279.78,,,
Virginia,VA,"Greensville County, Virginia",39.81205592,58.62938345,0.137520055,1.146000458,30.3,69.7,5.5,1.5,60.55,20747.05524,40.25,14.6,12079,47.3,15.9,29.7,37.6,60.1,1.4,0.3,0.2,0.45,40,3.5,3.4,0.13,87.1,0.436,0.187,0.34,0.117,553.2,875.7,0.141,0.093,139.04,,60.7,
Louisiana,LA,"Claiborne Parish, Louisiana",55.83242486,42.31428126,0.389347454,0.700825417,25.3,74.7,11.3,3.9,74.9,21182.61048,54.3,15.75,16753,70.4,26.95,46.9,48.6,49.4,0.95,0.2,0.2,0.55,40.4,3.9,2.7,0.14,68.6,0.556,0.226,0.355,0.151,685.8,376,0.211,0.077,660.69,,78,18.1
Mississippi,MS,"Kemper County, Mississippi",38.3272257,60.93985773,0.02155637,0.388014658,32.5,67.5,8.9,2.9,78.4,20306.06857,34.35,24.5,10227,40.5,26.45,34.25,36.05,59.15,0.45,0.6,2.95,0.9,37.7,4.2,3.9,0.15,36.3,0.564,0.27,0.36,0.157,877.2,124.4,0.254,0.127,63.96,,80.2,
Mississippi,MS,"Lamar County, Mississippi",76.48372555,20.86107779,0.306050705,1.844575872,13.1,86.9,31.8,11.5,80.7,26649.31715,14.55,12.7,51482,55.3,14.5,13.75,78.6,17.25,1.85,0.95,0.25,1.15,33.4,3.4,3.7,0.1,39.6,0.295,0.176,0.336,0.097,191.6,56,0.193,0.069,109.95,3.67,63.6,7.4
New Jersey,NJ,"Burlington County, New Jersey",40.79174103,55.57316348,1.096477732,2.246804932,9.1,90.9,33.5,11.8,80.75,40943.50064,6.75,4.5,447517,58.1,5.35,6.65,71.55,15.8,5.9,4.15,0.1,2.45,39.6,3.3,3.5,0.09,17.2,0.257,0.148,0.271,0.096,243.1,214.2,0.106,0.092,144.51,2.3,41.4,5.8
Texas,TX,"Collin County, Texas",56.20468665,39.2200143,0.707624564,3.867674487,7.2,92.8,48.3,16,81.9,41999.33238,8.5,6.95,755927,53.3,6.65,7.9,65.05,7.8,14.25,10.45,0.4,2,34.6,2.8,2.4,0.08,21.6,0.194,0.097,0.245,0.08,275.5,154.5,0.16,0.061,182.81,1.84,32.4,4.7
Kentucky,KY,"Lewis County, Kentucky",82.35183088,14.81691204,0.302000755,1.793129483,33.8,66.2,11.6,3.9,76.7,19415.36064,27.55,25.9,13855,54.8,26.3,28.25,98.2,0.45,0.45,0.2,0.1,0.65,39.9,5.8,4.9,0.1,73.2,0.301,0.334,0.364,0.139,187.3,68,0.207,0.117,64.86,,84.5,
Michigan,MI,"Montmorency County, Michigan",69.84824281,25.67891374,0.878594249,3.174920128,16.1,83.9,10.6,4.8,70.55,17852.51302,26.45,8,10001,17.7,17.45,29.05,97.2,0.1,0.9,0.05,0.25,1.45,51.7,,,0.08,22.8,0.383,0.312,0.317,0.133,114,,0.171,0.154,103.98,,56.4,
Alaska,AK,"Fairbanks North Star Borough, Alaska",,,,,7.1,92.9,27.1,11.3,66.75,31668.73302,9.35,3.45,97212,25,7.8,10.05,73.95,4.95,6.1,2.5,6.65,5.9,30.8,3.5,3,0.06,38.1,0.322,0.194,0.291,0.061,760.1,69,0.211,0.062,,4.92,63.4,5.2
North Dakota,ND,"Richland County, North Dakota",63.79356568,27.66756032,1.018766756,6.595174263,12.9,87.1,22.4,5.9,74.4,25548.02508,12.4,12.1,16442,17,11.45,9.45,94.05,0.55,1.65,0.55,2.1,1.15,39.3,2.9,2.4,0.07,21,0.248,0.187,0.332,0.079,320.1,,0.11,0.04,107.71,,49.7,
Michigan,MI,"Oscoda County, Michigan",69.99015263,25.70162482,0.443131462,3.44657804,19.4,80.6,8.9,2.7,66.95,19197.94445,29.2,10.95,8780,25.5,19.45,26.8,96.85,0.1,1.05,0.1,0.65,1.25,48.9,7.7,,0.05,31.3,0.265,0.219,0.304,0.144,69.7,,0.174,0.151,322.93,,96.7,
Georgia,GA,"Marion County, Georgia",60.35186931,38.10870248,,1.539428212,19.8,80.2,6.8,2.9,72.55,24779.64603,64.75,11.55,7884,42,25.45,45.35,57.4,32.9,7.25,0.6,0.25,1.6,40.6,5.8,4.7,0.1,66.4,0.511,,0.319,0.141,285.8,139.6,0.241,0.081,,,71.4,
Pennsylvania,PA,"York County, Pennsylvania",62.48147948,33.19074786,0.759033832,3.138521213,13.2,86.8,21.5,7.4,75.95,31589.32826,15.7,6.3,427267,46.2,8.7,12.3,87.35,4.9,5.05,1.15,0.1,1.5,39.6,3.3,3.4,0.08,33.8,0.307,0.196,0.328,0.1,334,187.6,0.117,0.077,249.94,3.39,61,6.9
South Dakota,SD,"Mellette County, South Dakota",58.8579795,34.84626647,,4.685212299,14.4,85.6,14.9,3.8,80.7,21192.35111,48,6.45,2040,72.1,26.75,39.45,44.65,0.05,1,0.1,49.5,4.7,31.8,2.4,4.1,,93.4,0.582,0.228,0.376,0.145,290.3,,0.216,0.076,363.99,,,
Illinois,IL,"Cumberland County, Illinois",76.18356612,18.64683475,0.852530383,4.317068747,11.9,88.1,13,4.7,74.15,25051.38699,22,9.55,10925,46,12.6,19.35,97.8,0.3,0.6,0.35,0.1,0.85,40.3,,,0.08,34.8,0.245,,0.287,0.098,225.3,,0.126,0.093,121.21,,79.5,
Illinois,IL,"Greene County, Illinois",74.68422952,21.68892097,0.70371707,2.923132443,14.8,85.2,13.5,4.8,78.75,25710.15556,18.45,10.2,13825,64.9,14.85,21.5,97.45,0.65,0.7,0.1,0.15,0.9,41.4,,,0.09,44.1,0.284,0.457,0.304,0.103,268.2,50.6,0.133,0.088,204.62,,75.8,
Minnesota,MN,"Lyon County, Minnesota",59.82356336,31.53598813,0.94814082,4.311979553,11.8,88.2,25.7,7.3,81,25534.91873,12.35,10.05,25383,37.4,11.5,10.7,88.7,1.85,5.75,2.05,0.3,1.25,34.7,1.6,2.6,0.06,21.5,0.263,0.181,0.278,0.076,243.3,56.3,0.104,0.046,165.48,,50.8,
Wisconsin,WI,"Dane County, Wisconsin",23.38799392,71.37686272,1.4156841,3.460123585,5.7,94.3,45.4,18,79.3,30910.04,12.75,5.4,482227,47.3,11.95,10.9,83.15,4.7,5.35,4.45,0.25,2.15,34.3,3.1,3,0.06,17.7,0.272,0.136,0.248,0.061,391,145.4,0.082,0.047,242.87,1.52,44.5,4.6
California,CA,"Tulare County, California",53.38634465,41.34354083,1.386260059,3.334003024,32.7,67.3,13,4.2,73.95,22364.38064,34.75,12.3,429239,37.3,22.75,31.8,34.45,1.25,58.65,3.25,0.75,1.65,29.4,4.9,4.5,0.06,63.6,0.351,0.145,0.295,0.074,392,67.4,0.242,0.158,470,9.22,57.9,5.5
Missouri,MO,"St. Louis city, Missouri",15.91877742,79.65824981,1.526651649,2.672621524,19.4,80.6,26.9,11.5,74.7,25105.28095,37.95,17.6,337186,46.4,25.2,38.45,43.5,48.55,3.2,2.5,0.2,2.05,34,4,4.5,0.12,67.3,0.628,0.27,0.329,0.117,1459.4,1141.2,0.205,0.093,1989.54,33.11,102.3,11.3
Texas,TX,"Stephens County, Texas",87.83666377,10.07819288,0.20272227,1.882421083,17.8,82.2,12.2,3.4,66.2,20418.99556,29.1,9.45,9552,47.9,20.35,34,76.15,2.6,19.55,0.7,0.65,0.3,39.8,,,0.07,73.1,0.306,,0.293,0.108,136.2,161.8,0.291,0.057,117.03,,89.9,
Tennessee,TN,"Trousdale County, Tennessee",66.80458307,30.01273074,0.190961171,2.291534055,24.8,75.2,10,3.1,76.9,24192.38159,5.35,18.1,7776,69.7,11,10.65,85.65,9.3,2.7,0.1,0.45,1.8,38.1,,,0.12,51.1,0.288,,0.325,0.117,217.5,168,0.181,0.081,468.02,,121.3,
Kentucky,KY,"Lawrence County, Kentucky",79.70870573,17.29559748,0.529625952,1.770936776,30,70,8.2,4.3,72,18756.30476,47.1,17.6,16099,19.9,27.35,41,98.05,0.1,0.65,0.15,0.05,1,39,5.6,5,0.15,58,0.279,0.334,0.37,0.145,149.7,37.6,0.184,0.099,59.92,,122.5,
Ohio,OH,"Greene County, Ohio",59.65617269,35.19018497,0.811221479,3.979505984,8.3,91.7,34.5,16,81.45,27758.97016,18.65,5.5,159981,55,11.1,14.85,86,6.65,2,2.6,0.25,2.5,36.6,2.7,2.8,0.07,19.5,0.289,0.164,0.26,0.103,327.9,86.4,0.104,0.07,114.62,1.71,52.1,5.3
Tennessee,TN,"Smith County, Tennessee",74.02159244,22.78002699,0.4048583,2.307692308,21.7,78.3,12.8,4.5,76.7,26598.43524,24.05,11.85,19014,40.2,16.9,22.8,93.75,2.2,2.1,0.2,0.4,1.35,38.8,2.7,,0.08,48.4,0.218,0.235,0.33,0.111,182.8,120.9,0.167,0.075,257.68,,88.2,
Texas,TX,"Bexar County, Texas",40.98044837,54.46592201,1.131837867,3.421791761,18.6,81.4,25.3,9.1,75,26042.76635,26.75,12.95,1649795,44.7,17,24.2,31.15,6.8,58.1,2.15,0.25,1.55,32.7,3.6,3.3,0.09,57.8,0.368,0.162,0.293,0.093,677.8,312.1,0.231,0.066,507.66,7.63,58.7,6.6
Wisconsin,WI,"Waukesha County, Wisconsin",61.09622631,33.95163607,0.717614126,3.811414094,5,95,39.2,13.1,82.55,39045.15524,6.7,3.95,384369,49.4,4.25,5.25,91.15,1.3,3.8,2.55,0.15,1,41.3,3.1,2.8,0.06,9.7,0.175,0.161,0.249,0.074,158.9,34.2,0.06,0.06,70.3,0.89,59,4.6
West Virginia,WV,"Wood County, West Virginia",71.38643068,23.61867484,1.040957568,3.548332199,13.4,86.6,19.1,7.1,74.9,23762.89778,34,8.35,86756,50.7,17.35,27.05,95.9,0.95,0.9,0.5,0.15,1.6,41.7,5.1,5.1,0.1,48.4,0.309,0.277,0.317,0.144,221.5,79.3,0.175,0.073,343.95,3.29,57.4,8.7
Idaho,ID,"Washington County, Idaho",73.7090256,17.42254154,0.583744948,3.098338572,20,80,17.4,4.7,80.2,21849.41429,14.05,10.4,10104,51.7,13.9,17.3,80,0.1,16.95,1.1,0.4,1.45,42.9,4.3,4.5,0.06,41.3,0.355,0.169,0.289,0.116,185.3,,0.252,0.084,107.5,,67.3,
Illinois,IL,"Jackson County, Illinois",44.42857726,47.40707495,3.276347464,4.888000326,10.5,89.5,35.4,18.2,83.9,16040.99683,40.6,7.9,59372,49.9,29.05,31.15,76.95,13.75,3.5,3.5,0.3,1.95,28.4,3.9,4.5,0.08,24.5,0.391,0.177,0.279,0.082,1220.9,112.6,0.148,0.076,550.48,,52.1,7.2
Tennessee,TN,"Wayne County, Tennessee",86.16912016,12.27319411,0.15405683,0.95857583,25,75,8.7,4.6,73.65,19542.53524,23.65,12.8,16806,31,15.85,19.3,90.7,6.05,1.35,0.15,0.25,1.5,40.5,5.7,3.8,0.07,37.9,0.278,0.228,0.315,0.111,129.8,101.1,0.196,0.108,173.1,9.23,95.2,
Texas,TX,"Deaf Smith County, Texas",69.29302547,28.20756963,0.333253987,2.166150916,33.7,66.3,13.2,4.4,71.3,23365.12222,22.05,10.95,18852,48.7,17.65,27.25,32.55,0.95,65.25,0.25,0.35,0.75,30.8,,,0.08,97.2,0.297,,0.317,0.092,316.4,71.9,0.314,0.049,377.99,,54.6,9.4
Idaho,ID,"Canyon County, Idaho",64.93118725,23.16858083,1.091560543,3.816295638,18,82,16.7,4.8,70.75,23329.98603,25.25,9.15,182871,29.7,17.1,23.25,73.35,0.55,22.6,0.8,0.55,2.2,31,3.9,3.8,0.06,56.8,0.275,0.182,0.3,0.095,383.9,59.3,0.225,0.083,261.65,2.67,55.6,7.5
Ohio,OH,"Muskingum County, Ohio",65.12963525,30.16815308,0.693044703,3.354778143,13.5,86.5,14.2,5.8,76.05,24023.88222,25.85,9.4,85586,43.6,16.2,23.65,92.85,3.5,0.7,0.35,0.2,2.45,39.2,3.3,3.9,0.1,45.6,0.374,0.225,0.295,0.113,291.1,81.9,0.14,0.097,184.11,2.83,57.5,8.2
Kentucky,KY,"Lee County, Kentucky",80.65241845,16.64791901,0.262467192,1.57480315,34.7,65.3,7.8,3.5,69.55,15589.32032,45.6,21.15,7657,66.3,32.15,43.45,96.55,1.75,0.7,0.05,0.6,0.3,41.5,8.2,7.7,0.11,54.8,0.366,0.409,0.312,0.122,179.1,73.3,0.175,0.126,32.65,,127.1,
Oklahoma,OK,"Washington County, Oklahoma",71.19056196,22.72604467,,6.083393372,11.9,88.1,26.1,7,74.55,25619.60413,27.1,5.65,50384,50.3,13.65,22.2,76.5,2.35,4.85,1.1,8.35,6.8,41.2,3.6,3.3,0.08,49.3,0.345,0.226,0.308,0.118,128.2,41.5,0.19,0.041,288.74,,79.1,8.6
Florida,FL,"Washington County, Florida",77.44077531,20.28894472,0.188442211,1.713926777,21.3,78.7,12.8,4.5,71.55,24256.58,27.75,9.25,23946,56.8,20.15,27.1,78.3,14.1,3,0.5,1.3,2.8,41.2,8.4,5.8,0.09,55.4,0.351,0.267,0.364,0.134,304.8,521.9,0.223,0.094,179.26,9.71,111.9,
Kansas,KS,"Sherman County, Kansas",80.52818289,13.4016555,1.773748522,4.296413086,9.9,90.1,19.1,5.2,82.75,22872.95651,10,10.8,5962,34.7,15.8,24.6,84.85,0.45,10,2.05,0.55,2.15,41.9,3,1.9,0.11,49.5,0.332,0.163,0.324,0.119,115.6,,0.178,0.031,201.92,,66.6,
Rhode Island,RI,"Kent County, Rhode Island",47.78256621,47.08225802,1.306657313,3.664403297,10.5,89.5,29.2,10.1,79.35,36324.45429,10.2,8.4,167680,48.6,7.55,9.15,91.95,1.45,3,2.05,0.2,1.45,41.9,3.8,4,0.07,20.9,0.285,0.188,0.277,0.089,209.6,81.6,0.089,0.099,125.24,1.44,61.6,5.7
Vermont,VT,"Bennington County, Vermont",36.24961762,58.36035485,1.945549098,2.924441725,10.2,89.8,31.1,12.1,77.4,26065.98064,32.95,6.1,36795,56.9,11,17.9,95.85,0.5,1.4,0.45,0.15,1.6,44.3,3.2,3.7,0.07,26.9,0.305,0.186,0.247,0.081,192,63.5,0.085,0.059,155.57,,76.5,
Iowa,IA,"Mahaska County, Iowa",70.55460263,24.83323804,0.362111683,3.011244521,12,88,17.9,4.9,82.6,25646.52889,11.6,9.7,22237,45.9,12.85,14.2,94.95,1.05,1.55,1.2,0.3,0.9,39,3.4,2.2,0.06,36.5,0.273,0.15,0.272,0.091,261.9,26.1,0.103,0.055,215.87,,66.1,
Kansas,KS,"Rush County, Kansas",79.85074627,15.40027137,1.153324288,3.595658073,12.7,87.3,16.2,3.8,70.8,23611.12286,29.45,13.05,3255,10.8,12.85,22.2,96.15,0.25,1.6,0.1,0.25,1.6,48.6,3.4,,,27.4,0.106,0.284,0.28,0.103,154.4,,0.161,0.047,182.96,,,
Vermont,VT,"Washington County, Vermont",27.89488379,64.89146367,3.179311789,3.486424234,7.6,92.4,37.4,15.6,78.7,30114.46254,20.55,7.3,59161,44.4,10.25,13,95.2,0.65,1.65,0.75,0.2,1.6,41.4,3,3.1,0.06,18.8,0.343,0.156,0.218,0.073,192.9,61.4,0.073,0.048,107.88,,62.3,5.5
Wisconsin,WI,"Iron County, Wisconsin",60.10928962,36.61202186,0.891573195,2.070750647,11.2,88.8,17.9,6.3,72.4,22730.09651,18.25,13.1,6091,46.1,14.95,27,97.35,0.05,1,0.15,0.55,0.95,49.9,3.2,2.4,,14.6,0.324,0.194,0.293,0.117,84.8,,0.123,0.116,311.39,,85.6,
Mississippi,MS,"Perry County, Mississippi",76.12297496,22.45949926,0.092047128,0.865243004,20.8,79.2,10,3.7,70.65,24699.74318,24.8,19.6,12168,23.4,20.35,23.3,76.6,21.95,0.55,0.15,0.2,0.6,38.6,5.3,3.9,0.11,64.6,0.427,0.242,0.325,0.153,369.9,163.2,0.22,0.098,,11.69,81.7,
Nebraska,NE,"Garfield County, Nebraska",84.60743802,12.5,0.516528926,2.376033058,10.7,89.3,13.8,4.1,86.95,19211.16286,33.65,9.2,1975,56.5,11.55,17.3,98.05,0.05,1.55,0.05,0.05,0.2,47.3,2,3.4,,,0.189,0.111,0.276,0.099,,,0.208,0.032,,,,
Pennsylvania,PA,"Beaver County, Pennsylvania",58.30381092,38.24206691,0.603522445,2.421681259,10.4,89.6,19.2,6.2,77.3,27741.67651,19.3,6.9,171908,43.9,10.85,16.4,90.85,5.95,1.1,0.35,0.1,1.6,43.8,4,3.2,0.08,27.6,0.329,0.187,0.301,0.112,305.1,68.5,0.109,0.073,299.62,4.22,67.6,6.3
Alabama,AL,"Bibb County, Alabama",76.96616369,21.42203932,0.194330133,1.41746685,25.5,74.5,10,2.6,67.3,26875.00381,21.55,12.4,22189,20.9,12.25,17.9,75.2,22.5,1.35,0.15,0.2,0.6,38.3,4.7,5.1,0.13,49.3,0.393,0.259,0.343,0.111,465.6,106.7,0.16,0.076,254.24,7.65,98.1,11.2
Arkansas,AR,"Hempstead County, Arkansas",62.45199829,33.7220879,0.312900014,1.493386432,19.3,80.7,14.7,3.7,68.15,22326.54826,35.45,10.1,22851,32.4,23.2,34.75,56,29.2,12.9,0.2,0.35,1.35,37.1,3.7,3.9,0.11,78.7,0.432,0.187,0.363,0.143,1095.8,145,0.237,0.072,521.18,7.52,76.5,
Colorado,CO,"Gilpin County, Colorado",43.76049245,45.71908226,3.41354225,5.428091774,5.2,94.8,33.7,14.7,84.75,33721.55842,14.1,15.95,5309,73,9.9,15,90.8,1.15,5.2,0.9,0.6,1.4,43.8,,,0.11,18.3,0.387,0.169,0.197,0.06,128,,0.102,0.065,327.61,,,
